artificial83	27
artificial43	27
artificial52	36
artificial01	26
artificial77	26
artificial90	28
artificial71	28
artificial00	26
artificial92	33
artificial58	28
artificial08	26
artificial20	28
artificial72	26
artificial12	27
artificial36	32
artificial57	27
artificial62	29
artificial28	28
artificial75	29
artificial81	29
artificial18	30
artificial60	26
artificial97	28
artificial66	28
artificial89	32
artificial17	28
artificial68	28
artificial40	32
artificial32	26
artificial33	29
artificial11	27
artificial41	32
artificial03	26
artificial06	28
artificial51	28
artificial67	28
artificial96	29
artificial04	29
artificial27	28
artificial13	27
artificial15	28
artificial46	28
artificial65	28
artificial14	29
artificial24	27
artificial37	32
artificial16	27
artificial29	26
artificial38	28
artificial23	30
artificial49	29
artificial73	28
artificial94	28
artificial10	29
artificial44	28
artificial69	26
artificial39	26
artificial74	30
artificial21	28
artificial53	36
artificial55	28
artificial48	27
artificial82	29
artificial87	31
artificial99	28
artificial80	28
artificial19	30
artificial47	28
artificial76	28
artificial56	37
artificial09	28
artificial07	30
artificial42	28
artificial79	28
artificial59	26
artificial50	31
artificial95	28
artificial35	26
artificial25	30
artificial05	26
artificial85	29
artificial45	28
artificial64	30
artificial02	26
artificial30	27
artificial22	32
artificial63	28
artificial84	29
artificial88	28
artificial34	29
artificial93	28
artificial54	36
artificial26	28
artificial86	31
artificial91	27
artificial70	27
artificial98	28
artificial61	28
artificial78	26
artificial31	28
